driverId,total_points,avg_points,race_count,avg_position,wins,win_rate
596,0.0,0.0,1,18.0,0.0,0.0
597,0.0,0.0,3,11.333333333333334,0.0,0.0
602,0.0,0.0,1,14.0,0.0,0.0
603,0.0,0.0,1,15.0,0.0,0.0
606,4.0,1.3333333333333333,3,5.666666666666667,0.0,0.0
607,5.0,0.7142857142857143,7,5.571428571428571,0.0,0.0
608,19.5,2.4375,8,5.0,0.0,0.0
609,0.0,0.0,4,8.0,0.0,0.0
611,20.0,4.0,5,4.0,1.0,0.2
612,5.0,1.0,5,8.4,0.0,0.0
613,0.0,0.0,2,11.0,0.0,0.0
615,1.5,0.5,3,7.333333333333333,0.0,0.0
617,0.0,0.0,1,7.0,0.0,0.0
619,0.0,0.0,7,8.714285714285714,0.0,0.0
620,3.33,0.555,6,6.0,0.0,0.0
622,1.5,0.5,3,7.0,0.0,0.0
623,0.0,0.0,1,6.0,0.0,0.0
624,2.0,0.6666666666666666,3,7.0,0.0,0.0
625,2.0,1.0,2,5.5,0.0,0.0
